symbol_a,symbol_b,mcap_tercile,industry_same,prompt_variant,llm_tag,llm_conf,normalized_bucket,rationale_A,rationale_B,claim_type,basis_hint,counter_signal,verdict
DTE,PNW,하,동일,A,에너지 유틸리티,0.95,유틸리티,"{""claim"": ""DTE Energy는 미시간주에 전력과 천연가스를 공급하는 통합 유틸리티 회사이며, Pinnacle West Capital은 애리조나주에 전력을 공급하는 주요 유틸리티 회사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사 공식 웹사이트의 'About Us' 및 'Business Segments' 정보 확인."", ""counter_signal"": """"}",,known_fact,각 회사 공식 웹사이트의 'About Us' 및 'Business Segments' 정보 확인.,,
NWS,TKO,하,동일,A,미디어 사업,0.4,미디어·스트리밍·검색,"{""claim"": ""NWS는 뉴스, 출판, 디지털 부동산 등 다양한 미디어 콘텐츠를 제공하며, TKO는 프로레슬링 및 종합격투기 스포츠 엔터테인먼트 콘텐츠를 제공하므로, 둘 다 미디어 사업 영역에 속한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""NWS 및 TKO의 사업 보고서에서 각 사의 주요 사업 내용을 확인."", ""counter_signal"": ""NWS는 뉴스 및 정보 중심의 미디어인 반면 TKO는 스포츠 엔터테인먼트 중심이므로, 직접적인 경쟁 관계는 미미하다.""}",,known_fact,NWS 및 TKO의 사업 보고서에서 각 사의 주요 사업 내용을 확인.,"NWS는 뉴스 및 정보 중심의 미디어인 반면 TKO는 스포츠 엔터테인먼트 중심이므로, 직접적인 경쟁 관계는 미미하다.",
MAS,TT,하,동일,A,건축 설비 및 마감재,0.9,부동산·REIT,"{""claim"": ""MAS는 주택 개조 및 건설 시장을 위한 배관 제품, 도료 등 건축 마감재를, TT는 난방, 환기 및 공조(HVAC) 시스템을 제공하며, 둘 다 건축 및 주거 환경 관련 제품과 솔루션을 공급한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Masco Corporation (MAS) 및 Trane Technologies (TT) 기업 개요 및 주요 사업 분야."", ""counter_signal"": ""Trane Technologies는 상업용 및 운송용 솔루션 비중이 높은 반면 Masco는 주거용 시장에 더 집중하는 경향이 있다.""}",,known_fact,Masco Corporation (MAS) 및 Trane Technologies (TT) 기업 개요 및 주요 사업 분야.,Trane Technologies는 상업용 및 운송용 솔루션 비중이 높은 반면 Masco는 주거용 시장에 더 집중하는 경향이 있다.,
CAG,CPB,하,동일,A,식품 소비재,0.95,소매·소비재,"{""claim"": ""Conagra Brands(CAG)와 Campbell Soup Company(CPB)는 냉동식품, 통조림, 스낵 등 다양한 종류의 포장식품 및 가공식품을 생산하고 판매하는 대표적인 식품 소비재 기업입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 웹사이트, 연간 보고서(10-K), 증권사 및 산업 분석 보고서."", ""counter_signal"": ""두 기업 중 한 곳이 식품 사업 외 다른 핵심 사업으로의 대규모 포트폴리오 전환을 단행하는 경우.""}",,known_fact,"각 기업의 공식 웹사이트, 연간 보고서(10-K), 증권사 및 산업 분석 보고서.",두 기업 중 한 곳이 식품 사업 외 다른 핵심 사업으로의 대규모 포트폴리오 전환을 단행하는 경우.,
BLDR,TT,하,동일,A,건축 자재 및 설비,0.9,부동산·REIT,"{""claim"": ""Builders FirstSource는 건축 자재 및 구성 요소 공급업체이며, Trane Technologies는 HVAC 시스템 및 서비스 공급업체로서, 둘 다 주택 및 상업용 건물 건설 시장에 필요한 핵심 제품과 서비스를 제공합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 개요"", ""counter_signal"": """"}",,known_fact,각 사의 사업 개요,,
LKQ,ORLY,하,동일,A,자동차 부품 유통,0.9,자동차·부품·산업재,"{""claim"": ""LKQ는 재활용 및 애프터마켓 충돌 부품을 주로 공급하고 O'Reilly는 애프터마켓 부품을 소매 유통하며, 둘 다 자동차 수리 및 유지보수용 부품의 유통 체인에 핵심적으로 관여합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사의 공식 사업 설명 및 시장 포지셔닝"", ""counter_signal"": ""LKQ는 주로 도매 고객 대상, O'Reilly는 도매 및 소매 고객 대상이라는 판매 채널의 차이""}",,known_fact,각 회사의 공식 사업 설명 및 시장 포지셔닝,"LKQ는 주로 도매 고객 대상, O'Reilly는 도매 및 소매 고객 대상이라는 판매 채널의 차이",
GNRC,NDSN,하,동일,A,산업용 특수 장비,0.65,자동차·부품·산업재,"{""claim"": ""GNRC는 전력 생산 및 에너지 관리 시스템을, NDSN은 정밀 재료 분배 및 처리 시스템을 제공하며, 둘 다 광범위하게 산업용 및 상업용 고객에게 특화된 장비 솔루션을 공급한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사의 주요 사업 분야 및 대상 시장 분석"", ""counter_signal"": ""두 회사 간 제품 포트폴리오의 직접적인 경쟁 또는 밀접한 공급망 연결이 없어 사업 도메인 중복이 제한적임.""}",,known_fact,각 회사의 주요 사업 분야 및 대상 시장 분석,두 회사 간 제품 포트폴리오의 직접적인 경쟁 또는 밀접한 공급망 연결이 없어 사업 도메인 중복이 제한적임.,
FE,PNW,하,동일,A,전력 유틸리티,0.95,유틸리티,"{""claim"": ""FE와 PNW는 모두 규제받는 전력 유틸리티 회사로, 전력 생산, 송전 및 배전을 통해 고객에게 전기를 공급하는 핵심 사업을 공유합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""회사 웹사이트, S&P Capital IQ 산업 분류"", ""counter_signal"": """"}",,known_fact,"회사 웹사이트, S&P Capital IQ 산업 분류",,
DVA,HCA,하,동일,A,병원 및 전문 의료 서비스,0.8,헬스케어·의료기기·제약,"{""claim"": ""DVA는 신장 전문 의료 서비스를, HCA는 종합 병원을 통한 광범위한 의료 서비스를 제공하며, 둘 다 의료 서비스 제공이라는 큰 틀에서 연관된다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 사업 내용"", ""counter_signal"": ""DVA가 외래 전문 서비스에 집중하는 반면 HCA는 입원 위주의 급성기/종합 의료에 중점을 두어 직접적인 경쟁보다는 상호 보완적인 관계가 강하다.""}",,known_fact,각 기업의 사업 보고서 및 사업 내용,DVA가 외래 전문 서비스에 집중하는 반면 HCA는 입원 위주의 급성기/종합 의료에 중점을 두어 직접적인 경쟁보다는 상호 보완적인 관계가 강하다.,
ECL,EMN,하,동일,A,산업용 특수 화학제품,0.9,소재·화학,"{""claim"": ""Ecolab은 수처리 및 위생 솔루션을 위한 특수 화학제품과 서비스를 제공하며, Eastman Chemical은 다양한 산업용 특수 화학 소재 및 제품을 제조합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 설명 및 핵심 제품 포트폴리오"", ""counter_signal"": """"}",,known_fact,각 기업의 공식 사업 설명 및 핵심 제품 포트폴리오,,
NOW,TYL,하,동일,A,기관 운영 관리 소프트웨어,0.8,클라우드·엔터프라이즈SW,"{""claim"": ""ServiceNow는 기업의 디지털 워크플로우 자동화 및 관리를 위한 솔루션을 제공하며, Tyler Technologies는 공공 부문 기관의 운영 및 정보 관리를 위한 소프트웨어를 제공합니다. 두 회사는 각기 다른 시장에 특화되어 있지만, 기관의 업무 효율성을 높이는 소프트웨어 솔루션을 제공한다는 공통점이 있습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ServiceNow 및 Tyler Technologies 공식 웹사이트 및 기업 소개 자료"", ""counter_signal"": ""두 회사의 주요 타겟 시장(민간 기업 vs. 공공 기관)이 다르므로 직접적인 경쟁은 제한적입니다.""}",,known_fact,ServiceNow 및 Tyler Technologies 공식 웹사이트 및 기업 소개 자료,두 회사의 주요 타겟 시장(민간 기업 vs. 공공 기관)이 다르므로 직접적인 경쟁은 제한적입니다.,
APP,DAY,하,동일,A,SaaS 플랫폼,0.8,클라우드·엔터프라이즈SW,"{""claim"": ""AppLovin은 모바일 앱 개발자를 위한 광고 및 성장 관리 SaaS 플랫폼을, Dayforce는 기업용 인적 자원 관리(HCM) SaaS 플랫폼을 제공합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""AppLovin의 MAX 및 Adjust 플랫폼, Dayforce의 클라우드 기반 HCM 솔루션 사업 모델"", ""counter_signal"": ""두 회사의 핵심 사업 영역(모바일 광고 및 게임 vs. HR)은 서로 다르며, 직접적인 경쟁 관계는 없습니다.""}",,known_fact,"AppLovin의 MAX 및 Adjust 플랫폼, Dayforce의 클라우드 기반 HCM 솔루션 사업 모델","두 회사의 핵심 사업 영역(모바일 광고 및 게임 vs. HR)은 서로 다르며, 직접적인 경쟁 관계는 없습니다.",
GDDY,PLTR,하,동일,A,비즈니스 소프트웨어 솔루션,0.9,클라우드·엔터프라이즈SW,"{""claim"": ""GoDaddy는 중소기업의 온라인 존재 관리(웹 호스팅, 도메인 등록 등)를 위한 소프트웨어 및 서비스를 제공하며, Palantir는 대기업 및 정부 기관의 빅데이터 분석 및 AI 기반 의사결정 지원을 위한 고급 소프트웨어 플랫폼을 제공하여, 고객층과 서비스 초점이 크게 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 사업 모델 및 핵심 서비스 비교 분석"", ""counter_signal"": """"}",,known_fact,두 기업의 사업 모델 및 핵심 서비스 비교 분석,,
AFL,GL,하,동일,A,생명 및 보조 건강보험,0.95,금융·결제·거래소,"{""claim"": ""AFL(Aflac Inc.)과 GL(Globe Life Inc.)은 모두 주로 개인을 대상으로 하는 생명보험 및 보조 건강보험 상품을 판매하는 주요 보험사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""AFL은 보조 건강보험(암, 상해 등)에 특화되어 있으며, GL은 생명보험과 더불어 보조 건강보험(상해, 암, 중환자 등)을 제공합니다."", ""counter_signal"": """"}",,known_fact,"AFL은 보조 건강보험(암, 상해 등)에 특화되어 있으며, GL은 생명보험과 더불어 보조 건강보험(상해, 암, 중환자 등)을 제공합니다.",,
ACN,LDOS,하,동일,A,공공 부문 IT 서비스,0.9,클라우드·엔터프라이즈SW,"{""claim"": ""Accenture(ACN)는 연방 서비스 자회사를 통해, Leidos(LDOS)는 주력 사업으로 공공 부문 IT 컨설팅, 시스템 통합 및 기술 서비스를 제공하며 직접 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""양사 사업 보고서 및 공공 부문 서비스 포트폴리오"", ""counter_signal"": ""ACN은 LDOS와 달리 상업 부문에서 훨씬 더 광범위한 IT 서비스 및 컨설팅 사업을 영위한다.""}",,known_fact,양사 사업 보고서 및 공공 부문 서비스 포트폴리오,ACN은 LDOS와 달리 상업 부문에서 훨씬 더 광범위한 IT 서비스 및 컨설팅 사업을 영위한다.,
AKAM,PLTR,하,동일,A,사이버 보안,0.7,클라우드·엔터프라이즈SW,"{""claim"": ""Akamai는 클라우드 기반 사이버 보안 서비스를 제공하며, Palantir는 데이터 분석 플랫폼을 통해 사이버 위협 인텔리전스 및 보안 운영을 지원한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""기업 공식 웹사이트, 산업 보고서"", ""counter_signal"": ""Akamai는 CDN 및 엣지 컴퓨팅도 주요 사업이며, Palantir는 데이터 분석의 다양한 응용 분야 중 하나로 사이버 보안을 다룬다.""}",,known_fact,"기업 공식 웹사이트, 산업 보고서","Akamai는 CDN 및 엣지 컴퓨팅도 주요 사업이며, Palantir는 데이터 분석의 다양한 응용 분야 중 하나로 사이버 보안을 다룬다.",
FICO,MTCH,하,동일,A,독립 사업 영역,0.9,클라우드·엔터프라이즈SW,"{""claim"": ""FICO는 금융 신용 평가 및 데이터 분석 솔루션을 제공하는 반면, MTCH는 온라인 데이팅 플랫폼을 운영하여 핵심 사업 도메인이 완전히 다르다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 주요 사업 내용 및 시장 영역"", ""counter_signal"": ""두 기업 모두 데이터 기반 기술을 활용하는 IT 기업이라는 점은 공통점이나, 핵심 사업 분야는 매우 상이함.""}",,known_fact,각 기업의 주요 사업 내용 및 시장 영역,"두 기업 모두 데이터 기반 기술을 활용하는 IT 기업이라는 점은 공통점이나, 핵심 사업 분야는 매우 상이함.",
FISV,JKHY,하,동일,B,금융 IT 솔루션,0.95,클라우드·엔터프라이즈SW,,"{""claim"": ""두 회사 모두 은행과 신용조합 등 금융기관에 핵심 뱅킹, 디지털 뱅킹, 결제 처리 등 종합 IT 솔루션 및 서비스를 제공하며 직접적으로 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""회사 사업 보고서, 시장 리서치 자료, 경쟁사 분석"", ""counter_signal"": """"}",known_fact,"회사 사업 보고서, 시장 리서치 자료, 경쟁사 분석",,
DPZ,YUM,하,동일,B,글로벌 피자 체인,0.98,소매·소비재,,"{""claim"": ""두 회사는 세계적인 피자 프랜차이즈 브랜드를 통해 직접적으로 경쟁합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""DPZ는 도미노피자를, YUM은 피자헛 브랜드를 소유하고 있습니다."", ""counter_signal"": ""YUM은 KFC, 타코벨 등 피자 외 다른 패스트푸드 브랜드를 다수 보유하여 사업 포트폴리오가 DPZ보다 훨씬 넓습니다.""}",known_fact,"DPZ는 도미노피자를, YUM은 피자헛 브랜드를 소유하고 있습니다.","YUM은 KFC, 타코벨 등 피자 외 다른 패스트푸드 브랜드를 다수 보유하여 사업 포트폴리오가 DPZ보다 훨씬 넓습니다.",
EVRG,PNW,하,동일,B,규제 전력 유틸리티,1.0,유틸리티,,"{""claim"": ""EVRG (Evergy, Inc.)와 PNW (Pinnacle West Capital Corporation)는 모두 규제 전력 유틸리티 산업에 종사하는 기업으로 명시되어 있다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 종목 설명 ('Regulated Electric')"", ""counter_signal"": """"}",known_fact,제공된 종목 설명 ('Regulated Electric'),,
HPE,ZBRA,하,동일,B,엣지 통신 장비,0.9,통신·네트워크,,"{""claim"": ""HPE는 Aruba 솔루션을 통해 기업의 엣지 네트워킹 통신 장비(Wi-Fi AP, 스위치 등)를 제공하며, Zebra는 산업 및 현장용 엣지 디바이스(모바일 컴퓨터, 스캐너, RFID 리더)를 통해 데이터 통신을 수행한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""HPE Aruba, Zebra 모바일 컴퓨팅 및 RFID 하드웨어"", ""counter_signal"": ""HPE는 더 광범위한 데이터센터 인프라를 제공하고, Zebra는 주로 특정 산업 애플리케이션에 초점을 맞추어 직접적인 제품 경쟁은 적다.""}",known_fact,"HPE Aruba, Zebra 모바일 컴퓨팅 및 RFID 하드웨어","HPE는 더 광범위한 데이터센터 인프라를 제공하고, Zebra는 주로 특정 산업 애플리케이션에 초점을 맞추어 직접적인 제품 경쟁은 적다.",
ALGN,DXCM,하,동일,B,디지털 헬스케어 기기,0.7,헬스케어·의료기기·제약,,"{""claim"": ""Align Technology는 디지털 구강 스캐너 및 투명 교정 솔루션을, DexCom은 연속 혈당 측정기를 통해 디지털 기술을 활용한 환자 건강 관리 및 진단 기기를 제공합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ALGN의 iTero 스캐너 및 Invisalign 디지털 치료 계획, DXCM의 연속 혈당 측정(CGM) 시스템."", ""counter_signal"": ""두 회사의 제품은 대상 질병 관리 및 의료 분야가 달라 직접적인 시장 경쟁 관계는 없습니다.""}",known_fact,"ALGN의 iTero 스캐너 및 Invisalign 디지털 치료 계획, DXCM의 연속 혈당 측정(CGM) 시스템.",두 회사의 제품은 대상 질병 관리 및 의료 분야가 달라 직접적인 시장 경쟁 관계는 없습니다.,
